"aIdstao"	"aIdbeob"	"Jahr"	"natural_artifical_surfaces"	"mobile_blocks"	"coarse_inorganic_sediments"	"gravel"	"sand_silt"	"fine_sediments"	"coarse_organic_matter"	"moss"	"hydrophytes"	"helophytes"	"algae_clay"	"error"	"v_150"	"v_25_75"	"v_5"	"v_5_25"	"v_75_150"	"flow error"	"MonitoringProgram"
524171	5241712	2018	0	0.25	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.125	0	0.625	0.25	0	"0"	"BDM"
530155	5301552	2018	0	0.125	0.25	0.125	0.125	0.125	0.25	0	0	0	0	NA	0.375	0.125	0.25	0.25	0	"0"	"BDM"
536179	5361792	2018	0.25	0	0	0	0.125	0.25	0	0	0	0.25	0.125	NA	0	0.5	0.5	0	0	"0"	"BDM"
548147	5481472	2018	0.25	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.25	0.25	0.375	0.125	0	"0"	"BDM"
554131	5541312	2018	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.25	0	0.5	0.25	0	"0"	"BDM"
554171	5541712	2018	0.125	0.25	0.125	0	0	0	0.25	0	0.125	0.125	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
560155	5601552	2018	0	0	0.25	0.25	0.125	0	0.25	0	0.125	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
566139	5661392	2018	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0	0.25	0.625	0.125	0	"0"	"BDM"
566179	5661792	2018	0	0.25	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
566219	5662192	2018	0	0	0.25	0.25	0	0.125	0.25	0	0	0.125	0	NA	0.625	0.375	0	0	0	"0"	"BDM"
572083	5720832	2018	0	0.25	0.125	0.125	0	0	0.25	0.25	0	0	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
572163	5721632	2018	0	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
578147	5781472	2018	0.125	0.25	0.125	0.125	0	0.125	0.25	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
578227	5782272	2018	0.125	0	0.25	0.25	0	0	0.25	0	0	0	0.125	NA	0	0.375	0.625	0	0	"0"	"BDM"
584091	5840912	2018	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.25	0.125	0.375	0.25	0	"0"	"BDM"
584171	5841712	2018	0.125	0.125	0.25	0.25	0.125	0	0.125	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
590115	5901152	2018	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
590155	5901552	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BDM"
590195	5901952	2018	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
590235	5902352	2018	0	0.375	0.375	0.25	0	0	0	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
596099	5960992	2018	0.125	0.375	0.375	0.125	0	0	0	0	0	0	0	NA	0.125	0.875	0	0	0	"0"	"BDM"
596139	5961392	2018	0	0	0.375	0.375	0	0	0	0	0	0.25	0	NA	0.5	0.5	0	0	0	"0"	"BDM"
596179	5961792	2018	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
602123	6021232	2018	0.125	0	0.25	0.125	0.125	0.125	0.125	0	0	0.125	0	NA	0	1	0	0	0	"0"	"BDM"
602203	6022032	2019	0	0	0	0.125	0	0	0.125	0.25	0	0.125	0.375	NA	0	0.25	0.125	0.375	0.25	"0"	"BDM"
602243	6022432	2018	0.125	0.25	0.25	0.125	0	0	0.125	0.125	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
608147	6081472	2018	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
608227	6082272	2018	0	0	0.125	0.25	0	0.125	0.25	0	0	0.25	0	NA	0.625	0.375	0	0	0	"0"	"BDM"
608267	6082672	2018	0	0.25	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
614131	6141312	2018	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
614171	6141712	2018	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0.125	0.125	0.5	0.25	0	"0"	"BDM"
614211	6142112	2018	0.375	0.25	0	0	0	0	0	0.375	0	0	0	NA	0	0.25	0.25	0.375	0.125	"0"	"BDM"
620115	6201152	2018	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.125	0.75	0.125	0	"0"	"BDM"
620195	6201952	2018	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
620235	6202352	2018	0	0	0	0	0.25	0	0.375	0	0.375	0	0	NA	0.375	0.625	0	0	0	"0"	"BDM"
626139	6261392	2018	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
626179	6261792	2018	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
626219	6262192	2018	0	0.25	0.125	0.125	0	0	0.25	0.25	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
632123	6321232	2018	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
638107	6381072	2018	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0.125	0.375	0.375	0	"0"	"BDM"
638187	6381872	2018	0.125	0.25	0.25	0.125	0.125	0.125	0	0	0	0	0	NA	0.25	0	0.5	0.25	0	"0"	"BDM"
644131	6441312	2018	0.375	0	0	0	0.25	0.125	0	0	0	0	0.25	NA	0	0.5	0.375	0.125	0	"0"	"BDM"
644171	6441712	2018	0.375	0	0.375	0	0	0	0.25	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
644211	6442112	2018	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
650115	6501152	2018	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
650139	6501392	2018	0.125	0.25	0.125	0	0	0	0.25	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
650195	6501952	2018	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.125	0	0.75	0.125	0	"0"	"BDM"
650235	6502352	2018	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
656139	6561392	2019	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
656219	6562192	2018	0.125	0	0.25	0.125	0.125	0.125	0.25	0	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
668147	6681472	2018	0.125	0.25	0.125	0	0	0	0.25	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
668267	6682672	2018	0	0.375	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
680155	6801552	2018	0.375	0.375	0.25	0	0	0	0	0	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
680195	6801952	2018	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
686179	6861792	2019	0.125	0.375	0.375	0	0.125	0	0	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
686219	6862192	2018	0.125	0	0.125	0.125	0.125	0.125	0.125	0.25	0	0	0	NA	0.125	0.625	0.25	0	0	"0"	"BDM"
692163	6921632	2018	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
692243	6922432	2018	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.125	0.75	0.125	0	"0"	"BDM"
698107	6981072	2018	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0	0.125	0.75	0.125	0	"0"	"BDM"
698147	6981472	2018	0.125	0.25	0.25	0	0.125	0	0	0.25	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
698227	6982272	2018	0.125	0.25	0.25	0.25	0	0	0	0	0	0	0.125	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
704131	7041312	2018	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
704211	7042112	2018	0.25	0.375	0	0	0	0	0	0.375	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
704251	7042512	2018	0.125	0.125	0.125	0.125	0.125	0	0.125	0.125	0	0	0.125	NA	0	0	1	0	0	"0"	"BDM"
710115	7101152	2018	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
710235	7102352	2018	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
716099	7160992	2018	0	0.25	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
716219	7162192	2018	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
722083	7220832	2018	0.125	0.25	0	0.125	0	0	0.25	0.25	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
722123	7221232	2018	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0	0.875	0.125	0	"0"	"BDM"
722163	7221632	2018	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
722203	7222032	2018	0.375	0.25	0.25	NA	NA	NA	NA	NA	NA	NA	NA	"substrate area= 0.875"	NA	0.375	0.375	0.125	NA	"flow area= 0.875"	"BDM"
722243	7222432	2018	0.125	0	0.25	0.25	0.125	0	0	0.25	0	0	0	NA	0.125	0.125	0.5	0.25	0	"0"	"BDM"
728187	7281872	2018	0.125	0.25	0.25	0.25	0	0	0.125	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
728227	7282272	2018	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.125	0.125	0.625	0.125	0	"0"	"BDM"
728267	7282672	2018	0	0	0	0	0	0.5	0.5	0	0	0	0	NA	1	0	0	0	0	"0"	"BDM"
734211	7342112	2018	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0	0.5	0.375	0.125	"0"	"BDM"
734251	7342512	2018	0	0.25	0.25	0	0.25	0	0	0.25	0	0	0	NA	0.125	0.125	0.375	0.375	0	"0"	"BDM"
740155	7401552	2018	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
740195	7401952	2018	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
740235	7402352	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BDM"
746219	7462192	2018	0.125	0.25	0.25	0	0.25	0	0	0.125	0	0	0	NA	0.125	0.125	0.375	0.375	0	"0"	"BDM"
752163	7521632	2018	0	0	0	0.25	0.25	0	0.25	0.25	0	0	0	NA	0	0	1	0	0	"0"	"BDM"
758187	7581872	2018	0.125	0	0.25	0	0	0	0.25	0.25	0	0	0.125	NA	0	0	0.625	0.375	0	"0"	"BDM"
764211	7642112	2018	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
764251	7642512	2018	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
770195	7701952	2018	0.25	0.375	0.25	0.125	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
776179	7761792	2018	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
794171	7941712	2018	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
806179	8061792	2018	0.125	0.25	0.375	0	0	0	0	0.25	0	0	0	NA	0	0	0.125	0.5	0.375	"0"	"BDM"
818187	8181872	2018	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
824171	8241712	2018	0	0.375	0.375	0	0.25	0	0	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
830195	8301952	2018	0	0.5	0.25	0	0.125	0	0	0	0	0.125	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
530171	5301712	2019	0	0	0.25	0.25	0.25	0.125	0.125	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
536155	5361552	2019	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
536195	5361952	2019	0.125	0	0.25	0.125	0.125	0.125	0.25	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
548163	5481632	2019	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.25	0.625	0.125	0	"0"	"BDM"
554147	5541472	2019	0.125	0.25	0.125	0.125	0	0.125	0.125	0.125	0	0	0	NA	0	0.25	0.625	0.125	0	"0"	"BDM"
554187	5541872	2019	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
560131	5601312	2019	0.125	0	0.25	0.125	0.125	0	0.125	0	0.25	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
566155	5661552	2019	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.125	0.75	0.125	0	"0"	"BDM"
566195	5661952	2019	0.125	0.25	0.25	0.125	0	0.125	0.125	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
572099	5720992	2019	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
572139	5721392	2019	0	0.25	0.25	0.25	0	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
578163	5781632	2019	0	0.25	0.25	0.25	0.125	0	0	0.125	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
578203	5782032	2019	0.125	0	0.25	0.125	0	0.25	0	0	0.25	0	0	NA	0.125	0.875	0	0	0	"0"	"BDM"
578243	5782432	2019	0.125	0.25	0.125	0.125	0.125	0	0	0.125	0.125	0	0	NA	0.25	0	0.625	0.125	0	"0"	"BDM"
584107	5841072	2019	0.125	0	0.25	0.125	0.125	0	0.25	0.125	0	0	0	NA	0	0.125	0.75	0.125	0	"0"	"BDM"
584147	5841472	2019	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
590131	5901312	2019	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0.125	0.375	0.375	0	"0"	"BDM"
590171	5901712	2019	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
590211	5902112	2019	0.375	0	0.375	0.25	0	0	0	0	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
596195	5961952	2019	0	0	0.375	0.25	0.125	0	0.25	0	0	0	0	NA	0.25	0.375	0.25	0.125	0	"0"	"BDM"
596235	5962352	2019	0	0.25	0.25	0.25	0	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
602099	6020992	2019	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
602179	6021792	2019	0	0.25	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.25	0.625	0.125	0	0	"0"	"BDM"
602219	6022192	2019	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
608163	6081632	2019	0	0.25	0.25	0.25	0.125	0	0.125	0	0	0	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
608203	6082032	2019	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0.375	0.5	0.125	0	0	"0"	"BDM"
614107	6141072	2019	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.25	0.125	0.25	0.375	0	"0"	"BDM"
614187	6141872	2019	1	0	0	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
620211	6202112	2019	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	0.125	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
620251	6202512	2019	0.125	0.25	0.25	0.25	0	0	0.125	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
626115	6261152	2019	0	0.25	0.25	0.125	0.125	0	0	0.25	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
626195	6261952	2019	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0.375	0.375	0.25	0	0	"0"	"BDM"
626235	6262352	2019	0.125	0.125	0.125	0.125	0.125	0	0.125	0.125	0.125	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
632179	6321792	2019	0	0.375	0.375	0.25	0	0	0	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
638123	6381232	2019	0.125	0.25	0.125	0.25	0	0	0.25	0	0	0	0	NA	0	0	0.375	0.625	0	"0"	"BDM"
638203	6382032	2019	0	0.25	0.375	0.25	0	0	0.125	0	0	0	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
644187	6441872	2019	0.125	0.25	0.125	0	0	0	0.25	0.25	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
650171	6501712	2019	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0.125	0.125	0.5	0.25	0	"0"	"BDM"
650211	6502112	2019	0.25	0.25	0.25	0.125	0	0	0	0.125	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
650251	6502512	2019	0	0	0.25	0.125	0.125	0	0.25	0	0.25	0	0	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
656195	6561952	2019	0	0.25	0.375	0.25	0	0	0.125	0	0	0	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
662179	6621792	2019	0.125	0.25	0.375	0.125	0	0.125	0	0	0	0	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
662219	6622192	2019	0.125	0.25	0.25	0.125	0	0.125	0.125	0	0	0	0	NA	0.625	0.375	0	0	0	"0"	"BDM"
662259	6622592	2019	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
668163	6681632	2019	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
668203	6682032	2019	0	0	0.25	0.375	0.125	0	0	0	0	0.25	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
680131	6801312	2019	0.25	0.25	0.25	0	0	0	0.25	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
680171	6801712	2019	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
680211	6802112	2019	0	0.25	0.25	0.25	0	0	0.25	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
680251	6802512	2019	0.125	0.125	0.125	0.25	0.125	0	0.25	0	0	0	0	NA	0.5	0.375	0.125	0	0	"0"	"BDM"
680291	6802912	2019	0	0.125	0.25	0.125	0.125	0.125	0.25	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
686155	6861552	2019	0.25	0.25	0.25	0	0.25	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
692139	6921392	2019	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
692219	6922192	2019	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
692259	6922592	2019	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0.25	0.625	0	0	"0"	"BDM"
698283	6982832	2019	0.125	0	0.125	0.125	0.125	0.125	0.125	0.25	0	0	0	NA	0.125	0.125	0.625	0.125	0	"0"	"BDM"
704107	7041072	2019	0.125	0.25	0.125	0	0	0	0.25	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
704147	7041472	2019	0.25	0.25	0.25	0	0	0	0.25	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
704267	7042672	2019	0.125	0	0.125	0.125	0.125	0.125	0.25	0	0	0	0.125	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
710171	7101712	2019	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0	0.625	0.25	0	"0"	"BDM"
710211	7102112	2019	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
710251	7102512	2019	0.125	0	0.25	0.125	0	0	0.25	0.25	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
716115	7161152	2019	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
716155	7161552	2019	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
716235	7162352	2019	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
716275	7162752	2019	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
722179	7221792	2019	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
722219	7222192	2019	0	0.25	0.25	0.25	0	0	0	0.25	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
722259	7222592	2019	0	0	0	0.25	0.125	0.125	0.25	0	0	0.25	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
728203	7282032	2019	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
728243	7282432	2019	0.125	0.25	0.125	0	0.125	0	0	0.25	0	0	0.125	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
734147	7341472	2019	0.125	0.25	0.125	0.125	0	0	0.125	0.25	0	0	0	NA	0.125	0.125	0.75	0	0	"0"	"BDM"
734187	7341872	2019	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0.125	0	0.5	0.375	0	"0"	"BDM"
734227	7342272	2019	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
734267	7342672	2019	0	0	0	0	0.125	0.125	0.25	0	0.25	0.125	0.125	NA	0	0.5	0.5	0	0	"0"	"BDM"
740131	7401312	2019	0.375	0.375	0.25	0	0	0	0	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
746155	7461552	2019	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
752179	7521792	2019	0.125	0.25	0.125	0	0.125	0	0.125	0.25	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
752259	7522592	2019	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0.125	0.125	0.375	0.375	0	"0"	"BDM"
758163	7581632	2019	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
758203	7582032	2019	0	0	0.5	0.25	0.25	0	0	0	0	0	0	NA	0.125	0.125	0.75	0	0	"0"	"BDM"
758243	7582432	2019	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
764147	7641472	2019	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
770171	7701712	2019	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
770211	7702112	2019	0.125	0.25	0.25	0	0	0	0	0.25	0	0	0.125	NA	0	0	0.375	0.625	0	"0"	"BDM"
776155	7761552	2019	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
776195	7761952	2019	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
782179	7821792	2019	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
794147	7941472	2019	0.25	0.25	0.25	0	0	0	0.25	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
794187	7941872	2019	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
800131	8001312	2019	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
800171	8001712	2019	0	0.25	0.25	0.25	0.125	0.125	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
818163	8181632	2019	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
818203	8182032	2019	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0	0.375	0.375	0.25	"0"	"BDM"
824187	8241872	2019	0.125	0.375	0.25	0.125	0.125	0	0	0	0	0	0	NA	0.125	0.25	0.25	0.375	0	"0"	"BDM"
