"aIdstao"	"aIdbeob"	"Jahr"	"natural_artifical_surfaces"	"mobile_blocks"	"coarse_inorganic_sediments"	"gravel"	"sand_silt"	"fine_sediments"	"coarse_organic_matter"	"covclass_mobile_blocks"	"covclass_moss"	"covclass_hydrophytes"	"covclass_coarse_organic_matter"	"covclass_coarse_inorganic_sediments"	"covclass_gravel"	"covclass_helophytes"	"covclass_fine_sediments"	"covclass_sand_silt"	"covclass_natural_artifical_surfaces"	"covclass_algae_clay"	"normcov_mobile_blocks"	"normcov_moss"	"normcov_hydrophytes"	"normcov_coarse_organic_matter"	"normcov_coarse_inorganic_sediments"	"normcov_gravel"	"normcov_helophytes"	"normcov_fine_sediments"	"normcov_sand_silt"	"normcov_natural_artifical_surfaces"	"normcov_algae_clay"	"error"
734147	7341471	2014	0.125	0.25	0.125	0.125	0	0	0.125	3	2	NA	1	3	1	NA	NA	NA	4	NA	0.20265780730897	0.053156146179402	0	0.0199335548172757	0.20265780730897	0.0199335548172757	0	0	0	0.501661129568106	0	NA
734187	7341871	2014	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	1	2	2	NA	NA	1	3	NA	0.367469879518072	0	0	0.036144578313253	0.0963855421686747	0.0963855421686747	0	0	0.036144578313253	0.367469879518072	0	NA
734227	7342271	2014	0.125	0.25	0.25	0	0.125	0	0.25	1	NA	NA	1	4	NA	NA	NA	1	1	NA	0.0342857142857143	0	0	0.0342857142857143	0.862857142857143	0	0	0	0.0342857142857143	0.0342857142857143	0	NA
734267	7342671	2014	0	0	0	0	0.125	0.125	0.25	NA	NA	2	3	NA	NA	3	4	1	NA	2	0	0	0.0514469453376206	0.196141479099678	0	0	0.196141479099678	0.485530546623794	0.0192926045016077	0	0.0514469453376206	NA
740131	7401311	2014	0.375	0.375	0.25	0	0	0	0	3	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.4765625	0	0	0	0.046875	0	0	0	0	0.4765625	0	NA
746155	7461551	2014	0.25	0.25	0.25	0	0	0	0	3	NA	NA	NA	2	NA	1	NA	NA	3	NA	0.423611111111111	0	0	0	0.111111111111111	0	0.0416666666666667	0	0	0.423611111111111	0	NA
752179	7521791	2014	0.125	0.25	0.125	0	0.125	0	0.125	3	3	NA	1	2	NA	NA	NA	2	NA	NA	0.38125	0.38125	0	0.0375	0.1	0	0	0	0.1	0	0	NA
752219	7522191	2014	0.125	0.25	0.25	0	0.25	0	0	1	NA	NA	NA	2	NA	NA	NA	1	4	1	0.0324324324324324	0	0	0	0.0864864864864865	0	0	0	0.0324324324324324	0.816216216216216	0.0324324324324324	NA
752259	7522591	2014	0.125	0	0.25	0.25	0.125	0	0.25	NA	NA	NA	2	1	1	NA	NA	2	3	NA	0	0	0	0.152380952380952	0.0571428571428571	0.0571428571428571	0	0	0.152380952380952	0.580952380952381	0	NA
758163	7581631	2014	0.25	0.375	0.25	0.125	0	0	0	3	NA	NA	NA	3	1	NA	NA	NA	3	NA	0.322751322751323	0	0	0	0.322751322751323	0.0317460317460318	0	0	0	0.322751322751323	0	NA
758203	7582031	2014	0	0	0.625	0.125	0.25	0	0	NA	NA	NA	NA	4	1	NA	NA	1	NA	NA	0	0	0	0	0.926380368098159	0.0368098159509202	0	0	0.0368098159509202	0	0	NA
758243	7582431	2014	0.125	0.25	0.25	0.25	0.125	0	0	2	NA	NA	NA	3	3	NA	NA	2	3	NA	0.0744186046511628	0	0	0	0.283720930232558	0.283720930232558	0	0	0.0744186046511628	0.283720930232558	0	NA
770171	7701711	2014	0	0.25	0.25	0.25	0.25	0	0	3	NA	NA	NA	4	2	NA	NA	NA	2	NA	0.25	0	0	0	0.618852459016393	0.0655737704918033	0	0	0	0.0655737704918033	0	NA
770211	7702111	2014	0.125	0.25	0.125	0	0.125	0	0	1	3	NA	NA	3	NA	NA	NA	1	3	2	0.028436018957346	0.289099526066351	0	0	0.289099526066351	0	0	0	0.028436018957346	0.289099526066351	0.0758293838862559	NA
776155	7761551	2014	0.25	0.375	0.25	0.125	0	0	0	3	NA	NA	NA	1	1	NA	NA	NA	3	NA	0.455223880597015	0	0	0	0.0447761194029851	0.0447761194029851	0	0	0	0.455223880597015	0	NA
776195	7761951	2014	0.125	0.25	0.25	0.125	0	0	0.25	3	NA	NA	1	4	3	NA	NA	NA	2	NA	0.206779661016949	0	0	0.0203389830508475	0.511864406779661	0.206779661016949	0	0	0	0.0542372881355932	0	NA
782179	7821791	2014	0.125	0.25	0.25	0.125	0	0	0.25	2	NA	NA	1	4	1	NA	NA	NA	1	NA	0.0864864864864865	0	0	0.0324324324324324	0.816216216216216	0.0324324324324324	0	0	0	0.0324324324324324	0	NA
794147	7941471	2014	0.25	0.25	0.25	0	0	0	0.25	4	NA	NA	1	2	NA	NA	NA	NA	3	NA	0.645299145299145	0	0	0.0256410256410256	0.0683760683760684	0	0	0	0	0.260683760683761	0	NA
794187	7941871	2014	0	0.25	0.25	0.25	0.25	0	0	3	NA	NA	NA	4	1	NA	NA	NA	1	NA	0.272321428571429	0	0	0	0.674107142857143	0.0267857142857143	0	0	0	0.0267857142857143	0	NA
800131	8001311	2014	0.25	0.25	0.25	0.125	0.125	0	0	3	NA	NA	NA	3	3	NA	NA	2	3	NA	0.234615384615385	0	0	0	0.234615384615385	0.234615384615385	0	0	0.0615384615384615	0.234615384615385	0	NA
800171	8001711	2014	0.125	0.25	0.25	0.125	0.125	0.125	0	2	NA	NA	NA	4	3	NA	1	1	2	NA	0.0625	0	0	0	0.58984375	0.23828125	0	0.0234375	0.0234375	0.0625	0	NA
806179	8061791	2014	0.125	0.25	0.375	0	0	0	0	3	2	NA	NA	3	NA	NA	NA	NA	3	NA	0.306532663316583	0.0804020100502513	0	0	0.306532663316583	0	0	0	0	0.306532663316583	0	NA
818163	8181631	2014	0.25	0.25	0.125	0.125	0.25	0	0	3	NA	NA	NA	3	2	NA	NA	2	3	NA	0.283720930232558	0	0	0	0.283720930232558	0.0744186046511628	0	0	0.0744186046511628	0.283720930232558	0	NA
818203	8182031	2014	0.125	0.375	0.25	0	0	0	0	1	3	NA	NA	4	NA	NA	NA	NA	3	NA	0.021505376344086	0.218637992831541	0	0	0.541218637992832	0	0	0	0	0.218637992831541	0	NA
824187	8241871	2014	0.125	0.375	0.25	0.125	0.125	0	0	4	NA	NA	NA	2	1	NA	NA	1	3	NA	0.629166666666667	0	0	0	0.0666666666666667	0.025	0	0	0.025	0.254166666666667	0	NA
692139	6921391	2014	0.25	0.375	0.375	0	0	0	0	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0.712264150943396	0	0	0	0.287735849056604	0	0	0	0	0	0	NA
764147	7641471	2014	0.125	0.25	0.25	0.125	0	0	0	3	1	NA	NA	3	1	NA	NA	NA	3	NA	0.312820512820513	0.0307692307692308	0	0	0.312820512820513	0.0307692307692308	0	0	0	0.312820512820513	0	NA
560187	5601872	2015	0	0	0	0	0	0.25	0.375	NA	NA	3	2	NA	NA	NA	3	NA	NA	NA	0	0	0.442028985507246	0.115942028985507	0	0	0	0.442028985507246	0	0	0	NA
608219	6082192	2015	0	0	0.125	0.125	0.125	0	0.25	NA	1	3	2	3	1	NA	NA	4	NA	NA	0	0.0199335548172757	0.20265780730897	0.053156146179402	0.20265780730897	0.0199335548172757	0	0	0.501661129568106	0	0	NA
608259	6082592	2015	0	0.125	0.125	0.125	0	0.125	0.375	2	NA	NA	2	2	2	NA	3	3	NA	2	0.0792079207920792	0	0	0.0792079207920792	0.0792079207920792	0.0792079207920792	0	0.301980198019802	0.301980198019802	0	0.0792079207920792	NA
626251	6262512	2015	0.125	0.125	0.125	0.125	0.125	0.125	0.125	2	2	NA	2	4	2	NA	2	2	2	NA	0.0608365019011407	0.0608365019011407	0	0.0608365019011407	0.574144486692015	0.0608365019011407	0	0.0608365019011407	0.0608365019011407	0.0608365019011407	0	NA
632235	6322352	2015	0	0.125	0.25	0.125	0.125	0.125	0.125	1	1	NA	3	3	3	NA	3	2	NA	NA	0.0220588235294118	0.0220588235294118	0	0.224264705882353	0.224264705882353	0.224264705882353	0	0.224264705882353	0.0588235294117647	0	0	NA
644243	6442432	2015	0	0	0.375	0.25	0	0.125	0.25	NA	NA	NA	1	4	3	NA	1	NA	NA	NA	0	0	0	0.0267857142857143	0.674107142857143	0.272321428571429	0	0.0267857142857143	0	0	0	NA
650227	6502272	2015	0	0	0	0	0	0.5	0.5	NA	NA	NA	3	NA	NA	4	NA	NA	NA	NA	0	0	0	0.287735849056604	0	0	0.712264150943396	0	0	0	0	NA
650267	6502672	2015	0	0.25	0.25	0.125	0.125	0	0.25	2	NA	NA	3	3	1	NA	NA	3	NA	NA	0.0780487804878049	0	0	0.297560975609756	0.297560975609756	0.0292682926829268	0	0	0.297560975609756	0	0	NA
656251	6562512	2015	0.125	0.25	0.125	0.125	0	0.125	0.25	3	NA	NA	1	4	2	NA	1	1	1	NA	0.242063492063492	0	0	0.0238095238095238	0.599206349206349	0.0634920634920635	0	0.0238095238095238	0.0238095238095238	0.0238095238095238	0	NA
662195	6621952	2015	0.125	0	0.25	0.25	0.125	0	0.25	NA	NA	NA	3	3	3	NA	NA	3	NA	1	0	0	0	0.244	0.244	0.244	0	0	0.244	0	0.024	NA
668219	6682192	2015	0	0	0.25	0.125	0	0.125	0.25	NA	NA	NA	1	2	3	1	2	3	NA	NA	0	0	0	0.036144578313253	0.0963855421686747	0.367469879518072	0.036144578313253	0.0963855421686747	0.367469879518072	0	0	NA
668259	6682592	2015	0	0.25	0.25	0.125	0	0.125	0.25	1	NA	NA	1	4	2	NA	1	NA	NA	NA	0.0324324324324324	0	0	0.0324324324324324	0.816216216216216	0.0864864864864865	0	0.0324324324324324	0	0	0	NA
674203	6742032	2015	0.125	0.25	0.25	0.25	0	0.125	0	1	NA	NA	NA	4	2	NA	1	NA	1	NA	0.0324324324324324	0	0	0	0.816216216216216	0.0864864864864865	0	0.0324324324324324	0	0.0324324324324324	0	NA
674243	6742432	2015	0.125	0.25	0.25	0.125	0	0	0.25	4	NA	NA	1	3	3	NA	NA	NA	2	NA	0.511864406779661	0	0	0.0203389830508475	0.206779661016949	0.206779661016949	0	0	0	0.0542372881355932	0	NA
686211	6862112	2015	0	0	0.25	0.25	0.25	0	0.25	NA	NA	NA	2	2	4	NA	NA	2	NA	NA	0	0	0	0.0804020100502513	0.0804020100502513	0.758793969849246	0	0	0.0804020100502513	0	0	NA
692235	6922352	2015	0.125	0.25	0.125	0.25	0.125	0	0.125	2	NA	NA	1	3	3	NA	NA	3	3	NA	0.0601503759398496	0	0	0.0225563909774436	0.229323308270677	0.229323308270677	0	0	0.229323308270677	0.229323308270677	0	NA
692275	6922752	2015	0	0	0	0.25	0.125	0.125	0.125	NA	NA	3	2	NA	3	1	1	2	NA	1	0	0	0.354651162790698	0.0930232558139535	0	0.354651162790698	0.0348837209302326	0.0348837209302326	0.0930232558139535	0	0.0348837209302326	NA
698259	6982592	2015	0.125	0	0.25	0.25	0.125	0	0.25	NA	NA	NA	1	2	3	NA	NA	2	4	NA	0	0	0	0.024	0.064	0.244	0	0	0.064	0.604	0	NA
704243	7042432	2015	0	0.25	0.25	0.125	0.125	0	0.125	3	1	NA	1	3	2	NA	NA	1	NA	NA	0.391025641025641	0.0384615384615385	0	0.0384615384615385	0.391025641025641	0.102564102564103	0	0	0.0384615384615385	0	0	NA
710227	7102272	2015	0	0.25	0.25	0	0	0	0	1	3	2	NA	4	NA	NA	NA	NA	1	1	0.024390243902439	0.247967479674797	0.0650406504065041	0	0.613821138211382	0	0	0	0	0.024390243902439	0.024390243902439	NA
710267	7102672	2015	0	0.125	0.25	0.25	0.125	0	0.125	1	1	NA	3	4	3	NA	NA	1	NA	NA	0.0206185567010309	0.0206185567010309	0	0.209621993127148	0.518900343642612	0.209621993127148	0	0	0.0206185567010309	0	0	NA
722115	7221152	2015	0	0.25	0.25	0.125	0.125	0	0.25	4	NA	NA	3	3	2	NA	1	1	NA	1	0.49185667752443	0	0	0.198697068403909	0.198697068403909	0.0521172638436482	0	0.0195439739413681	0.0195439739413681	0	0.0195439739413681	NA
728259	7282592	2015	0	0	0.125	0.25	0.125	0.125	0.125	NA	1	2	2	4	3	NA	1	1	NA	NA	0	0.0229007633587786	0.0610687022900763	0.0610687022900763	0.576335877862595	0.232824427480916	0	0.0229007633587786	0.0229007633587786	0	0	NA
740267	7402672	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	1	1	NA	1	4	3	NA	NA	1	1	NA	0.0247933884297521	0.0247933884297521	0	0.0247933884297521	0.62396694214876	0.252066115702479	0	0	0.0247933884297521	0.0247933884297521	0	NA
758259	7582592	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	2	1	NA	1	2	1	NA	NA	1	4	NA	0.0772946859903382	0.0289855072463768	0	0.0289855072463768	0.0772946859903382	0.0289855072463768	0	0	0.0289855072463768	0.729468599033816	0	NA
542155	5421552	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	1	2	NA	1	1	3	NA	NA	2	4	NA	0.0229007633587786	0.0610687022900763	0	0.0229007633587786	0.0229007633587786	0.232824427480916	0	0	0.0610687022900763	0.576335877862595	0	NA
548219	5482192	2015	0.125	0	0.25	0.125	0	0	0.25	NA	3.5	NA	1	2	3	NA	NA	NA	3	NA	0	0	0	0.0416666666666667	0.111111111111111	0.423611111111111	0	0	0	0.423611111111111	0	NA
554163	5541632	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	3	1	NA	3	3	2	NA	1	2	3	2	0.200657894736842	0.0197368421052632	0	0.200657894736842	0.200657894736842	0.0526315789473684	0	0.0197368421052632	0.0526315789473684	0.200657894736842	0.0526315789473684	NA
566131	5661312	2015	0.125	0.25	0.25	0.125	0	0	0.25	1	NA	NA	2	2	1	NA	NA	NA	4	NA	0.0307692307692308	0	0	0.0820512820512821	0.0820512820512821	0.0307692307692308	0	0	0	0.774358974358974	0	NA
566171	5661712	2015	0	0.125	0.125	0	0	0.125	0.25	1	NA	NA	3	4	2	NA	1	3	3	1	0.016304347826087	0	0	0.165760869565217	0.410326086956522	0.0434782608695652	0	0.016304347826087	0.165760869565217	0.165760869565217	0.016304347826087	NA
572155	5721552	2015	0.125	0.25	0.25	0.125	0	0	0.125	2	1	NA	1	4	3	NA	NA	NA	1	NA	0.0650406504065041	0.024390243902439	0	0.024390243902439	0.613821138211382	0.247967479674797	0	0	0	0.024390243902439	0	NA
578179	5781792	2015	0.25	0.125	0.125	0	0.125	0.125	0.25	1	NA	NA	2	1	NA	NA	2	2	4	NA	0.028436018957346	0	0	0.0758293838862559	0.028436018957346	0	0	0.0758293838862559	0.0758293838862559	0.71563981042654	0	NA
602195	6021952	2015	0	0.125	0.25	0.125	0	0	0.125	1	3	NA	1	3	NA	2	NA	NA	NA	3	0.028436018957346	0.289099526066351	0	0.028436018957346	0.289099526066351	0	0.0758293838862559	0	0	0	0.289099526066351	NA
608179	6081792	2015	0	0	0.25	0.125	0.125	0.125	0.25	NA	1	NA	1	3	3	NA	1	1	NA	NA	0	0.0410958904109589	0	0.0410958904109589	0.417808219178082	0.417808219178082	0	0.0410958904109589	0.0410958904109589	0	0	NA
614203	6142032	2015	0.125	0.25	0.25	0.125	0.125	0	0.125	2	NA	NA	1	4	2	NA	NA	1	2	NA	0.0758293838862559	0	0	0.028436018957346	0.71563981042654	0.0758293838862559	0	0	0.028436018957346	0.0758293838862559	0	NA
614243	6142432	2015	0	0.25	0.125	0.125	0.125	0	0.375	3	NA	NA	2	4	3	NA	NA	2	NA	NA	0.2	0	0	0.0524590163934426	0.495081967213115	0.2	0	0	0.0524590163934426	0	0	NA
620187	6201872	2015	0	0	0.375	0.125	0.125	0.125	0.25	NA	NA	NA	1	4	1	NA	1	1	NA	1	0	0	0	0.0331491712707182	0.834254143646409	0.0331491712707182	0	0.0331491712707182	0.0331491712707182	0	0.0331491712707182	NA
626211	6262112	2015	0	0	0.25	0.25	0.125	0.125	0.25	1	NA	NA	3	3	3	1	2	2	NA	NA	0.026431718061674	0	0	0.268722466960352	0.268722466960352	0.268722466960352	0.026431718061674	0.0704845814977974	0.0704845814977974	0	0	NA
632195	6321952	2015	0	0.25	0.25	0.125	0.125	0	0.125	2	1	1	1	4	1	NA	NA	1	1	NA	0.0788177339901478	0.0295566502463054	0.0295566502463054	0.0295566502463054	0.74384236453202	0.0295566502463054	0	0	0.0295566502463054	0.0295566502463054	0	NA
638219	6382192	2015	0.125	0	0.125	0.125	0.125	0.125	0.25	NA	NA	NA	2	4	3	2	1	3	2	NA	0	0	0	0.0489296636085627	0.46177370030581	0.186544342507645	0.0489296636085627	0.018348623853211	0.186544342507645	0.0489296636085627	0	NA
644163	6441632	2015	0.125	0.25	0.25	0.125	0	0	0	2	1	NA	NA	2	3	NA	NA	NA	1	NA	0.152380952380952	0.0571428571428571	0	0	0.152380952380952	0.580952380952381	0	0	0	0.0571428571428571	0	NA
644203	6442032	2015	0.25	0.25	0.25	0.25	0	0	0	2	NA	NA	NA	4	NA	1	NA	NA	2	NA	0.0846560846560847	0	0	0	0.798941798941799	0	0.0317460317460317	0	0	0.0846560846560847	0	NA
698219	6982192	2015	0	0	0.125	0.125	0.125	0.125	0.125	NA	3	2	NA	2	2	NA	1	4	NA	NA	0	0.229323308270677	0.0601503759398496	0	0.0601503759398496	0.0601503759398496	0	0.0225563909774436	0.567669172932331	0	0	NA
716131	7161312	2015	0.25	0.25	0.25	0.125	0.125	0	0	3	NA	NA	NA	4	3	NA	NA	2	3	NA	0.174285714285714	0	0	0	0.431428571428571	0.174285714285714	0	0	0.0457142857142857	0.174285714285714	0	NA
716251	7162512	2015	0.125	0.125	0.25	0.125	0.125	0	0.125	1	1	NA	1	4	3	NA	NA	2	2	NA	0.0229007633587786	0.0229007633587786	0	0.0229007633587786	0.576335877862595	0.232824427480916	0	0	0.0610687022900763	0.0610687022900763	0	NA
722235	7222352	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	2	2	NA	1	2	2	NA	1	1	4	NA	0.0686695278969957	0.0686695278969957	0	0.0257510729613734	0.0686695278969957	0.0686695278969957	0	0.0257510729613734	0.0257510729613734	0.648068669527897	0	NA
728219	7282192	2015	0.125	0.25	0.25	0.25	0	0	0.125	2	NA	NA	2	3	1	NA	NA	NA	3	NA	0.1	0	0	0.1	0.38125	0.0375	0	0	0	0.38125	0	NA
734243	7342432	2015	0.125	0.25	0.125	0.125	0.125	0	0.125	2	1	NA	4	3	1	NA	NA	3	1	NA	0.0521172638436482	0.0195439739413681	0	0.49185667752443	0.198697068403909	0.0195439739413681	0	0	0.198697068403909	0.0195439739413681	0	NA
746251	7462512	2015	0	0.25	0.25	0.125	0.125	0	0.25	3	NA	NA	3	3	1	NA	NA	2	NA	NA	0.297560975609756	0	0	0.297560975609756	0.297560975609756	0.0292682926829268	0	0	0.0780487804878049	0	0	NA
560147	5601472	2015	0.125	0.125	0.25	0.125	0	0	0.125	1	1	NA	1	4	1	NA	NA	NA	3	NA	0.0254237288135593	0.0254237288135593	0	0.0254237288135593	0.639830508474576	0.0254237288135593	0	0	0	0.258474576271186	0	NA
578139	5781392	2015	0.125	0.25	0.25	0.125	0	0	0.125	1	1	NA	1	2	1	NA	NA	NA	4	NA	0.031413612565445	0.031413612565445	0	0.031413612565445	0.0837696335078534	0.031413612565445	0	0	0	0.790575916230366	0	NA
584123	5841232	2015	0.125	0.25	0.125	0.125	0.125	0.125	0.125	4	NA	NA	1	3	2	NA	1	2	3	NA	0.476340694006309	0	0	0.0189274447949527	0.192429022082019	0.0504731861198738	0	0.0189274447949527	0.0504731861198738	0.192429022082019	0	NA
590147	5901472	2015	0	0.25	0.25	0.25	0	0.125	0.125	3	1	NA	1	3	3	NA	1	2	2	1	0.255230125523013	0.0251046025104603	0	0.0251046025104603	0.255230125523013	0.255230125523013	0	0.0251046025104603	0.0669456066945607	0.0669456066945607	0.0251046025104603	NA
596171	5961712	2015	0	0.25	0.25	0.125	0	0	0.25	3	1	NA	1	4	3	NA	NA	NA	NA	NA	0.214035087719298	0.0210526315789474	0	0.0210526315789474	0.529824561403509	0.214035087719298	0	0	0	0	0	NA
602155	6021552	2015	0	0.25	0.25	0.25	0	0	0.25	4	NA	NA	1	3	1	NA	NA	NA	NA	NA	0.674107142857143	0	0	0.0267857142857143	0.272321428571429	0.0267857142857143	0	0	0	0	0	NA
650187	6501872	2015	0.125	0.25	0	0.125	0.125	0	0.125	1	NA	NA	2	4	1	NA	NA	1	3	NA	0.024390243902439	0	0	0.0650406504065041	0.613821138211382	0.024390243902439	0	0	0.024390243902439	0.247967479674797	0	NA
656171	6561712	2015	0.25	0.375	0.375	0	0	0	0	3	NA	NA	NA	3	NA	NA	NA	NA	4	NA	0.223443223443223	0	0	0	0.223443223443223	0	0	0	0	0.553113553113553	0	NA
692115	6921152	2015	0.125	0.25	0.25	0.125	0	0	0.25	1	NA	NA	1	4	1	NA	NA	NA	2	NA	0.0324324324324324	0	0	0.0324324324324324	0.816216216216216	0.0324324324324324	0	0	0	0.0864864864864865	0	NA
692155	6921552	2015	0.125	0.25	0.25	0	0.125	0	0.25	4	NA	NA	1	3	NA	NA	NA	1	3	NA	0.529824561403509	0	0	0.0210526315789474	0.214035087719298	0	0	0	0.0210526315789474	0.214035087719298	0	NA
716171	7161712	2015	0.25	0.25	0.25	0.125	0.125	0	0	3	NA	NA	NA	3	1	NA	1	3	3	NA	0.23828125	0	0	0	0.23828125	0.0234375	0	0.0234375	0.23828125	0.23828125	0	NA
728179	7281792	2015	0	0.375	0.25	0.25	0.125	0	0	3	NA	NA	NA	3	1	NA	NA	2	NA	NA	0.423611111111111	0	0	0	0.423611111111111	0.0416666666666667	0	0	0.111111111111111	0	0	NA
746211	7462112	2015	0.125	0.25	0.25	0.125	0.125	0.125	0	1	NA	NA	NA	1	1	NA	1	1	1	NA	0.166666666666667	0	0	0	0.166666666666667	0.166666666666667	0	0.166666666666667	0.166666666666667	0.166666666666667	0	NA
764163	7641632	2015	0.125	0.25	0.25	0.125	0	0	0.25	3	NA	NA	1	3	2	NA	NA	NA	3	NA	0.297560975609756	0	0	0.0292682926829268	0.297560975609756	0.0780487804878049	0	0	0	0.297560975609756	0	NA
770187	7701872	2015	0.125	0.375	0.25	0.125	0.125	0	0	4	NA	NA	NA	3	2	NA	NA	1	1	NA	0.629166666666667	0	0	0	0.254166666666667	0.0666666666666667	0	0	0.025	0.025	0	NA
782195	7821952	2015	0.125	0.25	0.25	0.125	0	0	0.25	3	NA	NA	2	4	2	NA	NA	NA	1	NA	0.244	0	0	0.064	0.604	0.064	0	0	0	0.024	0	NA
638179	6381792	2015	0.125	0.125	0.25	0.125	0.125	0	0.25	1	NA	NA	3	3	2	NA	NA	1	3	NA	0.028436018957346	0	0	0.289099526066351	0.289099526066351	0.0758293838862559	0	0	0.028436018957346	0.289099526066351	0	NA
692195	6921952	2015	0.25	0.25	0.25	0.125	0	0	0	3	1	NA	NA	1	1	NA	NA	NA	3	NA	0.435714285714286	0.0428571428571429	0	0	0.0428571428571429	0.0428571428571429	0	0	0	0.435714285714286	0	NA
710107	7101072	2015	0.25	0.25	0.25	0	0	0	0	3	1	NA	NA	2	NA	NA	NA	NA	4	NA	0.260683760683761	0.0256410256410256	0	0	0.0683760683760684	0	0	0	0	0.645299145299145	0	NA
710147	7101472	2015	0.125	0.25	0.125	0.125	0.125	0	0.25	3	NA	NA	1	4	2	NA	NA	1	1	NA	0.247967479674797	0	0	0.024390243902439	0.613821138211382	0.0650406504065041	0	0	0.024390243902439	0.024390243902439	0	NA
722195	7221952	2015	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	4	1	NA	NA	NA	1	NA	0.272321428571429	0	0	0	0.674107142857143	0.0267857142857143	0	0	0	0.0267857142857143	0	NA
746171	7461712	2015	0.125	0.125	0.125	0.25	0	0.125	0.25	1	NA	NA	2	4	2	NA	2	NA	1	NA	0.028436018957346	0	0	0.0758293838862559	0.71563981042654	0.0758293838862559	0	0.0758293838862559	0	0.028436018957346	0	NA
752155	7521552	2015	0.25	0.375	0.25	0	0	0.125	0	3	NA	NA	NA	3	NA	NA	1	NA	3	NA	0.322751322751323	0	0	0	0.322751322751323	0	0	0.0317460317460318	0	0.322751322751323	0	NA
806131	8061312	2015	0.25	0.25	0.25	0	0	0	0	3	2	NA	NA	2	NA	NA	NA	NA	4	NA	0.25	0.0655737704918033	0	0	0.0655737704918033	0	0	0	0	0.618852459016393	0	NA
818179	8181792	2015	0.125	0.375	0.375	0.125	0	0	0	3	NA	NA	NA	3	3	NA	NA	NA	1	NA	0.322751322751323	0	0	0	0.322751322751323	0.322751322751323	0	0	0	0.0317460317460318	0	NA
590107	5901072	2015	0.125	0.25	0.25	0.125	0.125	0	0.125	3	NA	NA	1	3	1	NA	NA	1	4	NA	0.209621993127148	0	0	0.0206185567010309	0.209621993127148	0.0206185567010309	0	0	0.0206185567010309	0.518900343642612	0	NA
608099	6080992	2015	0.125	0.25	0.25	0.125	0.125	NA	NA	4	NA	NA	NA	4	2	NA	NA	2	2	NA	0.431428571428571	0	0	0	0.431428571428571	0.0457142857142857	0	0	0.0457142857142857	0.0457142857142857	0	"substrate area= 0.875"
626131	6261312	2015	0.125	0.25	0.25	0	0	0	0.25	4	1	NA	3	4	NA	NA	NA	NA	2	NA	0.392207792207792	0.0155844155844156	0	0.158441558441558	0.392207792207792	0	0	0	0	0.0415584415584416	0	NA
632155	6321552	2015	0.125	0.25	0.25	0.25	0.125	0	0	2	NA	NA	NA	3	2	NA	NA	1	2	NA	0.139130434782609	0	0	0	0.530434782608696	0.139130434782609	0	0	0.0521739130434783	0.139130434782609	0	NA
650107	6501072	2015	0.125	0.25	0.25	0.25	0.125	0	0	4	NA	NA	NA	3	2	NA	NA	2	3	NA	0.495081967213115	0	0	0	0.2	0.0524590163934426	0	0	0.0524590163934426	0.2	0	NA
656131	6561312	2015	0.25	0.25	0.25	0	0	0.125	0	2	1	NA	NA	2	1	NA	1	1	4	NA	0.0772946859903382	0.0289855072463768	0	0	0.0772946859903382	0.0289855072463768	0	0.0289855072463768	0.0289855072463768	0.729468599033816	0	NA
704163	7041632	2015	0.25	0.25	0.5	0	0	0	0	3	1	NA	NA	2	1	NA	NA	NA	4	NA	0.254166666666667	0.025	0	0	0.0666666666666667	0.025	0	0	0	0.629166666666667	0	NA
722155	7221552	2015	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	3	1	NA	NA	1	3	NA	0.312820512820513	0	0	0	0.312820512820513	0.0307692307692308	0	0	0.0307692307692308	0.312820512820513	0	NA
758139	7581392	2015	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	2	NA	NA	NA	3	NA	0.306532663316583	0	0	0	0.306532663316583	0.0804020100502513	0	0	0	0.306532663316583	0	NA
770147	7701472	2015	0.125	0.375	0.25	0.125	0	0	0	4	NA	NA	NA	3	2	NA	NA	1	NA	NA	0.645299145299145	0	0	0	0.260683760683761	0.0683760683760684	0	0	0.0256410256410256	0	0	NA
776171	7761712	2015	0.25	0.25	0.25	0	0	0	0	2.5	1	NA	NA	1	NA	NA	NA	NA	4	NA	0	0.0368098159509202	0	0	0.0368098159509202	0	0	0	0	0.926380368098159	0	NA
782155	7821552	2015	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	1	NA	NA	NA	4	NA	0.218637992831541	0	0	0	0.218637992831541	0.021505376344086	0	0	0	0.541218637992832	0	NA
788179	7881792	2015	0.25	0.25	0.25	0	0	0	0	3	1	NA	NA	3	NA	NA	NA	NA	3	NA	0.322751322751323	0.0317460317460318	0	0	0.322751322751323	0	0	0	0	0.322751322751323	0	NA
