""	"InS_Year"	"InS_Station.nb."	"InS_SiteId"	"InS_X"	"InS_Y"	"InS_SampId"	"InS_aIdstao"	"InS_aIdbeob"	"InS_BearbeiterIn"	"InS_Aufnahmetyp"	"InS_Abschnittslaenge"	"InS_Absturze"	"InS_Absturzhoehe"	"InS_Absturzmaterial"	"InS_Absturztyp"	"InS_Aeusserer.Aspekt"	"InS_BEWALGEN"	"InS_Bauhoehe"	"InS_Baumaterial"	"InS_Bauwerke"	"InS_Bem_Abfaelle"	"InS_Bem_Bewuchs"	"InS_Bem_Eisensulfid"	"InS_Bem_Geruch"	"InS_Bem_Schaum"	"InS_Bem_Schlamm"	"InS_Bem_Trubung"	"InS_Bem_Verfaerbung"	"InS_LUFBEBEW"	"InS_RUFBEBEW"	"InS_LBUKVER"	"InS_RBUKVER"	"InS_GSBREITE"	"InS_LBUKMAT"	"InS_RBUKMAT"	"InS_EINDOL"	"InS_BEWMAKRO"	"InS_SOHLMAT"	"InS_Moose"	"InS_OEKOMKLASSE_1"	"InS_MSK_Nr"	"InS_VNATABST"	"InS_Praesenz_Abfaelle"	"InS_Praesenz_Bewuchs"	"InS_Praesenz_Eisensulfid"	"InS_Praesenz_Feststoffe"	"InS_Praesenz_Geruch"	"InS_Praesenz_Kolmation"	"InS_Praesenz_Schaum"	"InS_Praesenz_Schlamm"	"InS_Praesenz_Trubung"	"InS_Praesenz_Verfaerbung"	"InS_SOHLVER"	"InS_GSTIEFE"	"InS_TIEFENVAR"	"InS_LUFBEBRE"	"InS_RUFBEBRE"	"InS_Ursache_Bewuchs"	"InS_Ursache_Eisensulfid"	"InS_Ursache_Geruch"	"InS_Ursache_Kolmation"	"InS_Ursache_Schaum"	"InS_Ursache_Schlamm"	"InS_Ursache_Trubung"	"InS_Ursache_Verfaerbung"	"InS_BREITENVAR"	"InS_SPEAR"	"InS_dominantes_Substrat"	"InS_Substrat_0"	"InS_Substrat_1"	"InS_Substrat_2"	"InS_Substrat_3"	"InS_Substrat_4"	"InS_Substrat_5"	"InS_Substrat_6"	"InS_Substrat_7"	"InS_Substrat_8"	"InS_Substrat_9"	"InS_Substrat_10"	"InS_Teilprobe_P1"	"InS_Teilprobe_P2"	"InS_Teilprobe_P3"	"InS_Teilprobe_P4"	"InS_Teilprobe_P5"	"InS_Teilprobe_P6"	"InS_Teilprobe_P7"	"InS_Teilprobe_P8"
"30"	2010	"638179"	"CSCF_638179"	"637987"	"179719"	"CSCF_638179_2010-05-07"	638179	6381791	"Bur Markus"	"Normalaufnahme_Z9"	7	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.7	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.07	"1"	6	6	""	""	""	""	""	""	""	""	"1"	15.34	"6"	NA	2	1	NA	NA	2	4	1	NA	1	1	"s10v3"	"s7v5"	"s7v1"	"s6v5"	"s6v3"	"s6v1"	"s5v1"	"s1v3"
"31"	2010	"638219"	"CSCF_638219"	"639000"	"219094"	"CSCF_638219_2010-04-29"	638219	6382191	"Sandoz Emilie"	"Normalaufnahme_Z9"	12	"1"	15	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	"Laubfall"	""	""	""	"1"	"1"	"1"	"1"	1.2	""	""	"0"	"2"	""	"1"	"Klasse II: wenig beeintraechtigt"	3	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	0.07	"3"	2	16	""	""	""	""	"naturlich"	""	""	""	"2"	39.32	""	NA	2	3	3	2	3	4	3	NA	NA	NA	"s7v5"	"s7v3"	"s6v5"	"s5v5"	"s4v1"	"s3v3"	"s2v5"	"s1v5"
"32"	2010	"644163"	"CSCF_644163"	"644000"	"163552"	"CSCF_644163_2010-04-18"	644163	6441631	"Zurwerra Andreas"	"Normalaufnahme_Z9"	5.5	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"2"	"2"	"6"	"6"	0.55	"1"	"1"	"0"	"1"	"5"	"1"	"Klasse II: wenig beeintraechtigt"	5	"0"	"keine"	"mittel/viel"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"kein"	"2"	0.15	"1"	16	16	"naturlich"	""	""	""	"naturlich"	""	""	""	"1"	28.46	"5"	NA	1	NA	NA	NA	3	2	NA	NA	1	2	"s10v3"	"s9v5"	"s9v3"	"s6v5"	"s6v3"	"s5v5"	"s5v3"	"s1v5"
"33"	2010	"644203"	"CSCF_644203"	"644000"	"203736"	"CSCF_644203_2010-04-10"	644203	6442031	"Bur Markus"	"Normalaufnahme_Z9"	40	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	4	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.25	"1"	16	16	""	""	""	""	""	""	""	""	"1"	55.84	""	NA	2	1	NA	NA	1	4	1	NA	NA	1	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s5v3"	"s1v4"	"s1v5"
"34"	2010	"644243"	"CSCF_644243"	"644000"	"243851"	"CSCF_644243_2010-03-24"	644243	6442431	"Hocever Sandra"	"Normalaufnahme_Z9"	5	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.5	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	4	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.05	"1"	0.5	0.5	""	""	""	""	""	""	""	""	"2"	31.26	"6"	NA	NA	NA	2	NA	2	4	2	NA	NA	2	"s10v5"	"s10v3"	"s7v5"	"s7v3"	"s6v5"	"s6v3"	"s6v3"	"s3v3"
"35"	2010	"650107"	"CSCF_650107"	"650000"	"107926"	"CSCF_650107_2010-07-14"	650107	6501071	"Menetrey Nathalie"	"Normalaufnahme_Z9"	95	"1"	80	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	"gris/vert"	"1"	"1"	"1"	"1"	9.5	"1"	"1"	"0"	"1"	"1"	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"leicht/mittel"	"1"	0.3	"1"	16	16	""	""	""	"naturlich"	""	""	""	"naturlich"	"1"	44.49	""	NA	4	2	2	NA	2	3	NA	NA	NA	4	"s10v4"	"s10v5"	"s6v5"	"s6v5"	"s5v5"	"s3v1"	"s2v3"	"s1v5"
"36"	2010	"650187"	"CSCF_650187"	"650000"	"187488"	"CSCF_650187_2010-04-27"	650187	6501871	"Bur Markus"	"Normalaufnahme_Z9"	17	"1"	30	""	"1"	0.361	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.7	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"viel"	"kein"	"kein"	"stark"	"1"	0.07	"1"	16	16	""	""	""	"anthropogen"	"anthropogen"	""	""	"anthropogen"	"1"	40.8	""	NA	3	1	NA	NA	1	3	2	NA	1	1	"s10v5"	"s10v3"	"s7v5"	"s7v3"	"s6v5"	"s5v3"	"s2v1"	"s1v5"
"37"	2010	"650267"	"CSCF_650267"	"651000"	"267979"	"CSCF_650267_2010-03-17"	650267	6502671	"Hocever Sandra"	"Normalaufnahme_Z9"	5	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	"Laubfall"	""	""	""	"1"	"1"	"1"	"1"	0.5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	0.08	"1"	10	16	""	""	""	""	"naturlich"	""	""	""	"1"	32.41	""	NA	NA	1	NA	NA	3	4	1	NA	NA	2	"s10v5"	"s10v5"	"s7v5"	"s7v5"	"s6v5"	"s6v5"	"s5v5"	"s2v3"
"38"	2010	"656131"	"CSCF_656131"	"656366"	"132000"	"CSCF_656131_2010-06-28"	656131	6561311	"Menetrey Nathalie"	"Normalaufnahme_Z9"	58	"1"	100	"Fels/Stein"	"1"	1	"3"	NA	"Ausleitung"	"1"	"Hygienartikel"	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	5.8	"1"	"1"	"0"	""	"1"	"2"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	0.4	"1"	16	16	""	""	""	"naturlich"	""	""	""	""	"1"	49.41	"1"	NA	4	NA	NA	NA	NA	3	NA	NA	1	4	"s10v4"	"s10v5"	"s9v4"	"s9v5"	"s6v4"	"s6v5"	"s5v3"	"s1v4"
"39"	2010	"656171"	"CSCF_656171"	"656000"	"171980"	"CSCF_656171_2010-04-16"	656171	6561711	"Bur Markus"	"Normalaufnahme_Z9"	60	"1"	100	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	6	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.5	"1"	16	16	""	""	""	""	""	""	""	""	"1"	61.35	"1/3"	NA	3	0.01	NA	NA	1	3	0.01	NA	0.01	1	"s10v4"	"s10v5"	"s10v3"	"s6v4"	"s6v5"	"s5v3"	"s1v4"	"s1v5"
"40"	2010	"656251"	"CSCF_656251"	"656000"	"251620"	"CSCF_656251_2010-03-24"	656251	6562511	"Hocever Sandra"	"Normalaufnahme_Z9"	55	"0"	NA	""	"0"	0.694	"3"	NA	""	"0"	""	""	""	"Abwassereinleitung"	""	""	""	""	"1"	"1"	"2"	"2"	5.5	"1"	"1"	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"leicht/mittel"	"leicht/mittel"	"viel"	"wenig/mittel"	"kein"	"kein"	"1"	0.25	"2"	16	16	""	""	"anthropogen"	"unbekannt"	"naturlich"	"naturlich"	""	""	"1"	21.55	"6"	NA	1	NA	1	NA	2	4	1	NA	NA	3	"s10v4"	"s10v5"	"s7v5"	"s6v5"	"s5v5"	"s3v5"	"s2v5"	"s1v4"
"41"	2010	"662195"	"CSCF_662195"	"662000"	"195654"	"CSCF_662195_2010-03-05"	662195	6621951	"Bur Markus"	"Normalaufnahme_Z9"	15	"0"	NA	""	"0"	0.694	"1"	NA	""	"0"	""	""	""	""	"Einleitung, Rostwasser"	""	""	""	"2"	"1"	"1"	"1"	1.5	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	4.5	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"wenig/mittel"	"kein"	"kein"	"1"	0.1	"2"	2	3.5	""	""	""	""	"anthropogen"	"anthropogen"	""	""	"2"	35.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"42"	2010	"668179"	"CSCF_668179"	"668000"	"179480"	"CSCF_668179_2010-05-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"43"	2010	"668259"	"CSCF_668259"	"668648"	"260000"	"CSCF_668259_2010-03-17"	668259	6682591	"Hocever Sandra"	"Normalaufnahme_Z9"	15	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"wenig"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	0.1	"2"	5	6	"naturlich"	""	""	""	"naturlich"	""	""	""	"1"	34.89	""	NA	NA	NA	1	NA	2	4	1	NA	NA	1	"s10v4"	"s10v5"	"s7v5"	"s7v3"	"s6v4"	"s6v5"	"s5v5"	"s3v3"
"44"	2010	"674203"	"CSCF_674203"	"674000"	"203206"	"CSCF_674203_2010-04-12"	674203	6742031	"Knispel Sandra"	"Normalaufnahme_Z9"	300	"0"	NA	""	"0"	0.667	"2"	NA	""	"0"	""	""	""	""	""	"marnage"	""	""	"2"	"2"	"6"	"6"	30	"1"	"4"	"0"	"1"	""	"1"	"Klasse III: stark beeintraechtigt"	7.75	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"wenig/mittel"	"leicht/mittel"	"kein"	"1"	0.6	"2"	2	2	""	""	""	"unbekannt"	""	""	"unbekannt"	""	"2"	55.79	"6"	NA	NA	1	1	NA	2	4	NA	NA	NA	1	"s10v5"	"s6v4"	"s6v5"	"s6v3"	"s5v4"	"s5v5"	"s3v3"	"s2v3"
"45"	2010	"674243"	"CSCF_674243"	"674435"	"244000"	"CSCF_674243_2010-03-23"	674243	6742431	"Hocever Sandra"	"Normalaufnahme_Z9"	6	"1"	NA	"Fels/Stein"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.6	""	""	"0"	""	""	""	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.08	"1"	16	16	""	""	""	""	""	""	""	""	"1"	34.47	""	NA	2	NA	NA	NA	2	3	1	NA	NA	4	"s10v5"	"s10v3"	"s7v3"	"s7v1"	"s6v5"	"s6v3"	"s5v4"	"s1v5"
"46"	2010	"680147"	"CSCF_680147"	"680005"	"147550"	"CSCF_680147_2010-06-08"	680147	6801471	"Conelli Alberto"	"Normalaufnahme_Z9"	25	"1"	150	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.5	""	""	"0"	"1"	"1"	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.2	"1"	16	16	""	""	""	""	""	""	""	""	"1"	51.27	""	NA	4	NA	NA	NA	1	4	NA	NA	2	NA	"s9v4"	"s9v5"	"s9v3"	"s6v4"	"s6v5"	"s6v3"	"s1v4"	"s1v5"
"47"	2010	"686171"	"CSCF_686171"	"686041"	"171669"	"CSCF_686171_2010-07-12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"48"	2010	"686251"	"CSCF_686251"	"686000"	"251647"	"CSCF_686251_2010-03-19"	686251	6862511	"Hocever Sandra"	"Normalaufnahme_Z9"	100	"0"	NA	""	"0"	1	"3"	NA	""	"0"	""	""	""	""	""	""	""	""	"3"	"3"	"6"	"6"	10	"4"	"4"	"0"	"3"	""	"1"	"Klasse III: stark beeintraechtigt"	9	"0"	"keine"	"kein"	"0%"	""	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.7	"3"	6	6	""	""	""	""	""	""	""	""	"3"	24.22	""	3	NA	NA	1	NA	2	3	NA	3	NA	1	"s10v5"	"s10v5"	"s8v5"	"s8v5"	"s6v5"	"s5v5"	"s3v5"	"s0v5"
"49"	2010	"692115"	"CSCF_692115"	"692428"	"116000"	"CSCF_692115_2010-05-19"	692115	6921151	"Nembrini Marco"	"Normalaufnahme_Z9"	10	"1"	20	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.15	"1"	16	16	""	""	""	""	""	""	""	""	"1"	55.11	""	NA	1	NA	NA	NA	2	4	1	NA	NA	1	"s10v4"	"s10v5"	"s7v5"	"s7v3"	"s6v4"	"s6v5"	"s5v3"	"s1v5"
"50"	2010	"692155"	"CSCF_692155"	"692000"	"155008"	"CSCF_692155_2010-04-29"	692155	6921551	"Conelli Alberto"	"Normalaufnahme_Z9"	15	"1"	100	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.2	"1"	16	16	""	""	""	""	""	""	""	""	"1"	44.16	""	NA	3	1	NA	NA	1	3	1	NA	1	4	"s10v4"	"s10v5"	"s9v4"	"s9v5"	"s7v5"	"s6v5"	"s2v5"	"s1v5"
"51"	2010	"692195"	"CSCF_692195"	"692855"	"196032"	"CSCF_692195_2010-06-13"	692195	6921951	"Weidner Andreas"	"Normalaufnahme_Z9"	15	"1"	300	"Holz"	"2"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"6"	"6"	1.5	"1"	"1"	"0"	"1"	"1"	"1"	"Klasse II: wenig beeintraechtigt"	4.5	"0"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"5"	0.1	"2"	15	15	""	""	""	""	""	"naturlich"	""	""	"1"	44.26	"1"	NA	4	NA	NA	NA	1	1	NA	NA	2	1	"s10v4"	"s10v5"	"s9v2"	"s9v4"	"s6v4"	"s6v5"	"s5v3"	"s1v5"
"52"	2010	"692235"	"CSCF_692235"	"692000"	"235820"	"CSCF_692235_2010-03-13"	692235	6922351	"Hocever Sandra"	"Normalaufnahme_Z9"	20	"1"	50	""	"2"	0.722	"2"	50	"Sohlrampe glatt"	"1"	""	""	""	""	""	""	""	""	"1"	"1"	"4"	"4"	2	"4"	"4"	"0"	"1"	"5"	"1"	"Klasse III: stark beeintraechtigt"	8	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"3"	0.08	"2"	3	4	""	""	""	"unbekannt"	""	""	""	""	"2"	39	""	3	NA	3	NA	NA	3	4	1	NA	NA	2	"s10v4"	"s10v5"	"s7v5"	"s6v5"	"s6v3"	"s5v5"	"s2v3"	"s0v5"
"53"	2010	"692275"	"CSCF_692275"	"692000"	"275516"	"CSCF_692275_2010-03-13"	692275	6922751	"Wenger Remo"	"Normalaufnahme_Z9"	18	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.8	""	""	"0"	"1"	""	""	"Klasse II: wenig beeintraechtigt"	4	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	0.3	"2"	2	4	""	""	""	""	""	"naturlich"	""	""	"2"	18.69	"2"	2	NA	4	2	1	3	NA	3	3	NA	NA	"s8v3"	"s7v3"	"s5v3"	"s5v1"	"s4v3"	"s3v1"	"s2v3"	"s0v3"
"54"	2010	"698259"	"CSCF_698259"	"698709"	"260000"	"CSCF_698259_2010-03-18"	698259	6982591	"Wenger Remo"	"Normalaufnahme_Z9"	7	"1"	10	"Fels/Stein"	"1"	0.722	""	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"5"	"5"	0.7	"1"	"1"	"0"	""	"1"	""	"Klasse III: stark beeintraechtigt"	6.5	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"5"	0.08	"2"	10	16	""	""	""	""	""	""	""	""	"2"	34.62	"4"	NA	2	2	NA	NA	4	2	3	NA	NA	NA	"s7v5"	"s7v3"	"s6v5"	"s6v3"	"s5v5"	"s5v3"	"s2v3"	"s1v5"
"55"	2010	"704163"	"CSCF_704163"	"704923"	"163512"	"CSCF_704163_2010-06-26"	704163	7041631	"Jann Beatrice"	"Normalaufnahme_Z9"	26	"1"	150	"naturlich"	"1"	1	""	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.6	""	""	"0"	""	""	"1"	"Klasse II: wenig beeintraechtigt"	2	"1"	"keine"	"kein"	""	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.1	"2"	16	16	""	""	""	""	""	""	""	""	"2"	45.58	""	NA	4	NA	NA	NA	1	2	NA	NA	1	3	"s10v4"	"s10v4"	"s10v4"	"s6v5"	"s6v5"	"s6v5"	"s1v2"	"s1v2"
"56"	2010	"704243"	"CSCF_704243"	"704000"	"243357"	"CSCF_704243_2010-03-12"	704243	7042431	"Hocever Sandra"	"Normalaufnahme_Z9"	40	"0"	NA	""	"0"	0.722	"1"	NA	""	"0"	"WC-Papier"	""	""	""	""	""	""	""	"1"	"3"	"5"	"5"	4	"1"	"1"	"0"	"1"	""	"1"	"Klasse III: stark beeintraechtigt"	7	"0"	"vereinzelte"	"kein"	"0%"	"vereinzelte"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.2	"2"	4	3	""	""	""	""	""	""	""	""	"2"	33.21	""	2	NA	2	NA	NA	3	4	1	NA	NA	1	"s10v4"	"s10v5"	"s7v5"	"s7v1"	"s6v5"	"s5v5"	"s2v3"	"s0v3"
"57"	2010	"710107"	"CSCF_710107"	"710008"	"107348"	"CSCF_710107_2010-05-29"	710107	7101071	"Jann Beatrice"	"Normalaufnahme_Z9"	17.5	"1"	100	"Fels/Stein"	"1"	1	""	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.75	""	""	"0"	""	""	""	"Klasse I: natuerlich oder naturnah"	0	"1"	""	""	"0%"	""	"kein"	""	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	0.1	"2"	16	16	""	""	""	""	"naturlich"	""	""	""	"1"	26.93	NA	NA	3	NA	NA	NA	NA	2	1	NA	2	3	"s10v5"	"s10v5"	"s9v4"	"s9v4"	"s6v5"	"s6v5"	"s1v4"	"s1v4"
"58"	2010	"710147"	"CSCF_710147"	"711000"	"147400"	"CSCF_710147_2010-05-30"	710147	7101471	"Nembrini Marco"	"Normalaufnahme_Z9"	20	"1"	60	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.25	"1"	6	6	""	""	""	""	""	""	""	""	"1"	47.9	""	NA	2	1	NA	NA	3	3	1	NA	NA	3	"s10v4"	"s10v5"	"s7v4"	"s7v5"	"s6v5"	"s5v5"	"s2v5"	"s1v5"
"59"	2010	"710227"	"CSCF_710227"	"710220"	"228000"	"CSCF_710227_2010-03-14"	710227	7102271	"Hocever Sandra"	"Normalaufnahme_Z9"	30	"0"	NA	""	"0"	0.694	"3"	NA	""	"0"	"Verpackungen"	""	""	""	""	""	""	""	"2"	"2"	"6"	"6"	3	"4"	"4"	"0"	""	"1"	"2"	"Klasse IV: Naturfremd oder kuenstlich"	10	"0"	"vereinzelte"	"kein"	"0%"	"vereinzelte"	"kein"	"leicht/mittel"	"kein"	"wenig/mittel"	"kein"	"kein"	"2"	0.1	"3"	0	0	""	""	""	"naturlich"	""	""	""	""	"3"	32.6	""	4	NA	NA	NA	NA	NA	NA	4	1	3	2	"s10v5"	"s10v3"	"s9v5"	"s9v3"	"s8v3"	"s6v5"	"s6v3"	"s0v5"
"60"	2010	"710267"	"CSCF_710267"	"710442"	"268000"	"CSCF_710267_2010-03-12"	710267	7102671	"Wenger Remo"	"Normalaufnahme_Z9"	10	"0"	NA	""	"0"	0.722	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"2"	"1"	"6"	"1"	1	"1"	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	4.75	"0"	"vereinzelte"	"kein"	"0%"	"vereinzelte"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.1	"2"	1	5	""	""	""	""	""	""	""	""	"2"	40.51	"6"	NA	NA	1	NA	NA	3	4	3	NA	1	1	"s10v3"	"s9v5"	"s7v3"	"s6v5"	"s6v4"	"s5v5"	"s5v3"	"s2v1"
"61"	2010	"716131"	"CSCF_716131"	"715900"	"131478"	"CSCF_716131_2010-04-18"	716131	7161311	"Gandolfi Paola"	"Normalaufnahme_Z9"	50	"1"	50	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	5	"1"	"1"	"0"	"1"	"1"	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	""	"kein"	"kein"	"1"	0.7	"1"	16	16	""	""	""	""	""	""	""	""	"1"	42.4	NA	NA	3	2	NA	NA	3	4	2	NA	NA	3	"s10v5"	"s9v4"	"s7v4"	"s7v5"	"s6v5"	"s5v1"	"s2v1"	"s1v5"
"62"	2010	"716171"	"CSCF_716171"	"716317"	"172000"	"CSCF_716171_2010-04-29"	716171	7161711	"Jann Beatrice"	"Normalaufnahme_Z9"	40	"0"	NA	""	"0"	0.722	""	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	4	""	""	"0"	""	""	""	"Klasse II: wenig beeintraechtigt"	2	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	0.4	"2"	16	16	""	""	""	"anthropogen"	""	"naturlich"	""	""	"2"	53.23	""	NA	3	3	2	NA	2	2	NA	NA	NA	4	"s10v4"	"s10v5"	"s6v5"	"s6v3"	"s5v3"	"s2v1"	"s1v4"	"s1v5"
